timestamp,pump_addr,operation,direction,rpm,volume_ul,duration_s,mode,encoder_counts
2026-04-07T00:47:55.636869,1,prep_sol_inject,FWD,120,50.0,102.0,speed_fallback,0
2026-04-07T00:49:52.406136,9,prep_sol_inject,FWD,100,1950.0,3902.0,speed_fallback,0
