timestamp,pump_addr,operation,direction,rpm,volume_ul,duration_s,mode,encoder_counts
2026-02-23T19:31:59.466910,1,prep_sol_inject,FWD,200,10000.0,35.51,position,1829983
2026-02-23T19:31:59.629298,2,prep_sol_inject,FWD,200,20000.0,68.65,position,3640067
2026-02-23T19:31:59.794303,5,prep_sol_inject,FWD,100,70000.0,26.52,position,669689
