Time/sec,Current/A
10.5,1.441e-06
10.6,1.418e-06
10.7,1.345e-06
10.8,1.263e-06
10.9,1.309e-06
11.0,1.142e-06
11.1,1.112e-06
11.2,1.04e-06
11.3,1.017e-06
11.4,9.292e-07
11.5,8.792e-07
11.6,8.226e-07
11.7,7.394e-07
11.8,6.914e-07
11.9,6.433e-07
12.0,6.133e-07
12.1,5.609e-07
12.2,4.814e-07
12.3,4.257e-07
12.4,3.992e-07
12.5,3.059e-07
12.6,3.053e-07
12.7,2.045e-07
12.8,1.672e-07
12.9,9.827e-08
13.0,1.068e-07
13.1,1.667e-08
13.2,-3.928e-08
13.3,-7.775e-08
13.4,-1.373e-07
13.5,-1.802e-07
13.6,-2.071e-07
13.7,-2.907e-07
13.8,-3.109e-07
13.9,-3.391e-07
14.0,-3.289e-07
14.1,-4.607e-07
14.2,-4.901e-07
14.3,-5.021e-07
14.4,-5.628e-07
14.5,-6.07e-07
14.6,-6.224e-07
14.7,-7.541e-07
14.8,-6.973e-07
14.9,-7.667e-07
15.0,-8.074e-07
15.1,-8.247e-07
15.2,-9.051e-07
15.3,-9.345e-07
15.4,-9.299e-07
15.5,-1.003e-06
15.6,-1.031e-06
15.7,-1.14e-06
15.8,-1.129e-06
15.9,-1.173e-06
16.0,-1.161e-06
16.1,-1.209e-06
16.2,-1.258e-06
16.3,-1.276e-06
16.4,-1.352e-06
16.5,-1.343e-06
16.6,-1.4e-06
16.7,-1.464e-06
16.8,-1.466e-06
16.9,-1.478e-06
17.0,-1.497e-06
17.1,-1.564e-06
17.2,-1.595e-06
17.3,-1.616e-06
17.4,-1.684e-06
17.5,-1.695e-06
17.6,-1.718e-06
17.7,-1.758e-06
17.8,-1.796e-06
17.9,-1.809e-06
18.0,-1.823e-06
18.1,-1.877e-06
18.2,-1.921e-06
18.3,-1.903e-06
18.4,-1.948e-06
18.5,-1.996e-06
18.6,-2.053e-06
18.7,-2.061e-06
18.8,-2.076e-06
18.9,-2.133e-06
19.0,-2.118e-06
19.1,-2.166e-06
19.2,-2.198e-06
19.3,-2.23e-06
19.4,-2.238e-06
19.5,-2.3e-06
19.6,-2.305e-06
19.7,-2.357e-06
19.8,-2.338e-06
19.9,-2.361e-06
20.0,-2.381e-06
20.1,-2.423e-06
20.2,-2.449e-06
20.3,-2.492e-06
20.4,-2.505e-06
20.5,-2.514e-06
20.6,-2.558e-06
20.7,-2.607e-06
20.8,-2.624e-06
20.9,-2.637e-06
21.0,-2.622e-06
21.1,-2.686e-06
21.2,-2.697e-06
21.3,-2.734e-06
21.4,-2.781e-06
21.5,-2.761e-06
21.6,-2.783e-06
21.7,-2.845e-06
21.8,-2.875e-06
21.9,-2.847e-06
22.0,-2.867e-06
22.1,-2.906e-06
22.2,-2.927e-06
22.3,-2.96e-06
22.4,-2.986e-06
22.5,-3.019e-06
22.6,-2.992e-06
22.7,-3.049e-06
22.8,-3.079e-06
22.9,-3.054e-06
23.0,-3.096e-06
23.1,-3.115e-06
23.2,-3.116e-06
23.3,-3.16e-06
23.4,-3.169e-06
23.5,-3.199e-06
23.6,-3.207e-06
23.7,-3.258e-06
23.8,-3.304e-06
23.9,-3.283e-06
24.0,-3.27e-06
24.1,-3.324e-06
24.2,-3.34e-06
24.3,-3.345e-06
24.4,-3.341e-06
24.5,-3.378e-06
24.6,-3.393e-06
24.7,-3.431e-06
24.8,-3.431e-06
24.9,-3.456e-06
25.0,-3.437e-06
25.1,-3.483e-06
25.2,-3.521e-06
25.3,-3.506e-06
25.4,-3.522e-06
25.5,-3.544e-06
25.6,-3.541e-06
25.7,-3.614e-06
25.8,-3.613e-06
25.9,-3.671e-06
26.0,-3.597e-06
26.1,-3.656e-06
26.2,-3.676e-06
26.3,-3.678e-06
26.4,-3.71e-06
26.5,-3.737e-06
26.6,-3.72e-06
26.7,-3.783e-06
26.8,-3.77e-06
26.9,-3.786e-06
27.0,-3.781e-06
27.1,-3.808e-06
27.2,-3.843e-06
27.3,-3.824e-06
27.4,-3.845e-06
27.5,-3.873e-06
27.6,-3.885e-06
27.7,-3.932e-06
27.8,-3.932e-06
27.9,-3.917e-06
28.0,-3.921e-06
28.1,-3.944e-06
28.2,-3.951e-06
28.3,-4.054e-06
28.4,-3.967e-06
28.5,-4.023e-06
28.6,-4.042e-06
28.7,-4.045e-06
28.8,-4.067e-06
28.9,-4.06e-06
29.0,-4.023e-06
29.1,-4.171e-06
29.2,-4.079e-06
29.3,-4.139e-06
29.4,-4.154e-06
29.5,-4.134e-06
29.6,-4.136e-06
29.7,-4.213e-06
29.8,-4.21e-06
29.9,-4.213e-06
30.0,-4.222e-06
30.1,-4.241e-06
30.2,-4.247e-06
30.3,-4.267e-06
30.4,-4.255e-06
30.5,-4.276e-06
30.6,-4.283e-06
30.7,-4.327e-06
30.8,-4.306e-06
30.9,-4.321e-06
31.0,-4.328e-06
31.1,-4.349e-06
31.2,-4.368e-06
31.3,-4.375e-06
31.4,-4.397e-06
31.5,-4.382e-06
31.6,-4.394e-06
31.7,-4.45e-06
31.8,-4.409e-06
31.9,-4.446e-06
32.0,-4.418e-06
32.1,-4.439e-06
32.2,-4.454e-06
32.3,-4.499e-06
32.4,-4.477e-06
32.5,-4.52e-06
32.6,-4.551e-06
32.7,-4.534e-06
32.8,-4.529e-06
32.9,-4.534e-06
33.0,-4.512e-06
33.1,-4.555e-06
33.2,-4.543e-06
33.3,-4.552e-06
33.4,-4.584e-06
33.5,-4.627e-06
33.6,-4.602e-06
33.7,-4.667e-06
33.8,-4.645e-06
33.9,-4.639e-06
34.0,-4.622e-06
34.1,-4.635e-06
34.2,-4.693e-06
34.3,-4.656e-06
34.4,-4.69e-06
34.5,-4.722e-06
34.6,-4.681e-06
34.7,-4.736e-06
34.8,-4.773e-06
34.9,-4.722e-06
35.0,-4.734e-06
35.1,-4.759e-06
35.2,-4.762e-06
35.3,-4.783e-06
35.4,-4.757e-06
35.5,-4.793e-06
35.6,-4.777e-06
35.7,-4.825e-06
35.8,-4.823e-06
35.9,-4.821e-06
36.0,-4.798e-06
36.1,-4.834e-06
36.2,-4.853e-06
36.3,-4.838e-06
36.4,-4.878e-06
36.5,-4.871e-06
36.6,-4.897e-06
36.7,-4.872e-06
36.8,-4.873e-06
36.9,-4.933e-06
37.0,-4.91e-06
37.1,-4.906e-06
37.2,-4.908e-06
37.3,-4.935e-06
37.4,-4.955e-06
37.5,-4.939e-06
37.6,-4.932e-06
37.7,-5.029e-06
37.8,-4.962e-06
37.9,-4.998e-06
38.0,-4.988e-06
38.1,-4.99e-06
38.2,-4.982e-06
38.3,-5.012e-06
38.4,-4.982e-06
38.5,-5.035e-06
38.6,-5.034e-06
38.7,-5.065e-06
38.8,-5.055e-06
38.9,-5.048e-06
39.0,-5.003e-06
39.1,-5.13e-06
39.2,-5.042e-06
39.3,-5.079e-06
39.4,-5.096e-06
39.5,-5.079e-06
39.6,-5.108e-06
39.7,-5.141e-06
39.8,-5.126e-06
39.9,-5.174e-06
40.0,-5.082e-06
40.1,-5.167e-06
40.2,-5.125e-06
40.3,-5.185e-06
40.4,-5.159e-06
40.5,-5.179e-06
40.6,-5.178e-06
40.7,-5.198e-06
40.8,-5.183e-06
40.9,-5.224e-06
41.0,-5.152e-06
41.1,-5.206e-06
41.2,-5.22e-06
41.3,-5.258e-06
41.4,-5.234e-06
41.5,-5.238e-06
41.6,-5.228e-06
41.7,-5.268e-06
41.8,-5.237e-06
41.9,-5.256e-06
42.0,-5.282e-06
42.1,-5.236e-06
42.2,-5.285e-06
42.3,-5.268e-06
42.4,-5.27e-06
42.5,-5.322e-06
42.6,-5.288e-06
42.7,-5.292e-06
42.8,-5.355e-06
42.9,-5.293e-06
43.0,-5.307e-06
43.1,-5.326e-06
43.2,-5.291e-06
43.3,-5.326e-06
43.4,-5.317e-06
43.5,-5.355e-06
43.6,-5.33e-06
43.7,-5.395e-06
43.8,-5.353e-06
43.9,-5.387e-06
44.0,-5.341e-06
44.1,-5.37e-06
44.2,-5.386e-06
44.3,-5.379e-06
44.4,-5.39e-06
44.5,-5.389e-06
44.6,-5.419e-06
44.7,-5.442e-06
44.8,-5.399e-06
44.9,-5.419e-06
45.0,-5.379e-06
45.1,-5.438e-06
45.2,-5.427e-06
45.3,-5.455e-06
45.4,-5.454e-06
45.5,-5.437e-06
45.6,-5.464e-06
45.7,-5.447e-06
45.8,-5.482e-06
45.9,-5.457e-06
46.0,-5.476e-06
46.1,-5.506e-06
46.2,-5.498e-06
46.3,-5.462e-06
46.4,-5.489e-06
46.5,-5.518e-06
46.6,-5.511e-06
46.7,-5.551e-06
46.8,-5.507e-06
46.9,-5.517e-06
47.0,-5.509e-06
47.1,-5.505e-06
47.2,-5.536e-06
47.3,-5.529e-06
47.4,-5.539e-06
47.5,-5.534e-06
47.6,-5.544e-06
47.7,-5.564e-06
47.8,-5.608e-06
47.9,-5.564e-06
48.0,-5.524e-06
48.1,-5.597e-06
48.2,-5.582e-06
48.3,-5.567e-06
48.4,-5.598e-06
48.5,-5.582e-06
48.6,-5.611e-06
48.7,-5.614e-06
48.8,-5.606e-06
48.9,-5.624e-06
49.0,-5.601e-06
49.1,-5.62e-06
49.2,-5.621e-06
49.3,-5.621e-06
49.4,-5.639e-06
49.5,-5.629e-06
49.6,-5.593e-06
49.7,-5.643e-06
49.8,-5.644e-06
49.9,-5.649e-06
50.0,-5.627e-06
50.1,-5.66e-06
50.2,-5.646e-06
50.3,-5.661e-06
50.4,-5.679e-06
50.5,-5.685e-06
50.6,-5.685e-06
50.7,-5.675e-06
50.8,-5.687e-06
50.9,-5.72e-06
51.0,-5.739e-06
51.1,-5.613e-06
51.2,-5.7e-06
51.3,-5.707e-06
51.4,-5.761e-06
51.5,-5.703e-06
51.6,-5.696e-06
51.7,-5.734e-06
51.8,-5.725e-06
51.9,-5.732e-06
52.0,-5.74e-06
52.1,-5.653e-06
52.2,-5.743e-06
52.3,-5.717e-06
52.4,-5.735e-06
52.5,-5.741e-06
52.6,-5.761e-06
52.7,-5.763e-06
52.8,-5.751e-06
52.9,-5.735e-06
53.0,-5.733e-06
53.1,-5.748e-06
53.2,-5.754e-06
53.3,-5.807e-06
53.4,-5.777e-06
53.5,-5.758e-06
53.6,-5.794e-06
53.7,-5.799e-06
53.8,-5.778e-06
53.9,-5.806e-06
54.0,-5.742e-06
54.1,-5.792e-06
54.2,-5.823e-06
54.3,-5.777e-06
54.4,-5.796e-06
54.5,-5.798e-06
54.6,-5.803e-06
54.7,-5.86e-06
54.8,-5.793e-06
54.9,-5.83e-06
55.0,-5.808e-06
55.1,-5.819e-06
55.2,-5.825e-06
55.3,-5.838e-06
55.4,-5.817e-06
55.5,-5.826e-06
55.6,-5.843e-06
55.7,-5.855e-06
55.8,-5.842e-06
55.9,-5.846e-06
56.0,-5.835e-06
56.1,-5.838e-06
56.2,-5.86e-06
56.3,-5.856e-06
56.4,-5.884e-06
56.5,-5.832e-06
56.6,-5.882e-06
56.7,-5.893e-06
56.8,-5.874e-06
56.9,-5.878e-06
57.0,-5.869e-06
57.1,-5.877e-06
57.2,-5.878e-06
57.3,-5.871e-06
57.4,-5.884e-06
57.5,-5.914e-06
57.6,-5.889e-06
57.7,-5.917e-06
57.8,-5.924e-06
57.9,-5.897e-06
58.0,-5.909e-06
58.1,-5.913e-06
58.2,-5.888e-06
58.3,-5.893e-06
58.4,-5.907e-06
58.5,-5.966e-06
58.6,-5.913e-06
58.7,-5.949e-06
58.8,-5.923e-06
58.9,-5.936e-06
59.0,-5.937e-06
59.1,-5.951e-06
59.2,-5.937e-06
59.3,-5.913e-06
59.4,-5.956e-06
59.5,-5.942e-06
59.6,-5.941e-06
59.7,-5.988e-06
59.8,-5.956e-06
59.9,-5.93e-06
60.0,-5.944e-06
