timestamp,pump_addr,operation,direction,rpm,volume_ul,duration_s,mode,encoder_counts
2026-02-23T18:37:36.962291,1,prep_sol_inject,FWD,100,50000.0,334.16,position,9070318
2026-02-23T18:37:37.121795,2,prep_sol_inject,FWD,100,20000.0,135.3,position,3640067
2026-02-23T18:37:37.285555,5,prep_sol_inject,FWD,100,30000.0,12.51,position,287012
