timestamp,pump_addr,operation,direction,rpm,volume_ul,duration_s,mode,encoder_counts
2026-04-07T00:53:25.592112,1,prep_sol_inject,FWD,120,0.25,2.5,speed_fallback,0
2026-04-07T00:53:30.588317,9,prep_sol_inject,FWD,100,9.75,21.5,speed_fallback,0
