Potential/V,Current/A
0.407,4.989e-06
0.408,5.19e-06
0.409,4.688e-06
0.41,4.889e-06
0.411,4.789e-06
0.412,4.588e-06
0.413,5.29e-06
0.414,4.688e-06
0.415,4.488e-06
0.416,4.187e-06
0.417,4.989e-06
0.418,5.39e-06
0.419,5.39e-06
0.42,5.591e-06
0.421,5.29e-06
0.422,5.09e-06
0.423,5.491e-06
0.424,5.792e-06
0.425,4.989e-06
0.426,5.691e-06
0.427,5.792e-06
0.428,6.293e-06
0.429,6.895e-06
0.43,6.494e-06
0.431,7.196e-06
0.432,7.095e-06
0.433,6.393e-06
0.434,6.293e-06
0.435,6.393e-06
0.436,7.196e-06
0.437,7.196e-06
0.438,7.396e-06
0.439,6.694e-06
0.44,5.591e-06
0.441,5.892e-06
0.442,5.992e-06
0.443,6.092e-06
0.444,6.293e-06
0.445,5.792e-06
0.446,4.989e-06
0.447,5.992e-06
0.448,5.29e-06
0.449,4.989e-06
0.45,4.789e-06
0.451,5.09e-06
0.452,5.992e-06
0.453,5.792e-06
0.454,5.992e-06
0.455,5.09e-06
0.456,6.193e-06
0.457,5.29e-06
0.458,5.591e-06
0.459,5.19e-06
0.46,5.39e-06
0.461,5.19e-06
0.462,4.989e-06
0.463,5.992e-06
0.464,5.491e-06
0.465,5.892e-06
0.466,5.591e-06
0.467,6.193e-06
0.468,5.39e-06
0.469,5.892e-06
0.47,6.594e-06
0.471,5.792e-06
0.472,5.19e-06
0.473,5.491e-06
0.474,6.594e-06
0.475,7.095e-06
0.476,5.691e-06
0.477,6.494e-06
0.478,6.794e-06
0.479,6.995e-06
0.48,6.393e-06
0.481,6.092e-06
0.482,5.892e-06
0.483,5.19e-06
0.484,6.092e-06
0.485,5.691e-06
0.486,6.193e-06
0.487,6.193e-06
0.488,6.895e-06
0.489,7.396e-06
0.49,7.095e-06
0.491,6.694e-06
0.492,6.494e-06
0.493,6.393e-06
0.494,5.992e-06
0.495,5.892e-06
0.496,4.688e-06
0.497,5.792e-06
0.498,5.09e-06
0.499,4.789e-06
