timestamp,pump_addr,operation,direction,rpm,volume_ul,duration_s,mode,encoder_counts
2026-04-02T20:07:48.692088,1,prep_sol_inject,REV,200,10000.0,36.01,position,-1857630
2026-04-02T20:07:50.050416,5,prep_sol_inject,REV,100,90000.0,74.85,position,-1989379
